(U+076B)	ddab	feff076b	ARABIC LETTER REH WITH TWO DOTS VERTICALLY ABOVE
(U+076C)	ddac	feff076c	ARABIC LETTER REH WITH HAMZA ABOVE
(U+076D)	ddad	feff076d	ARABIC LETTER SEEN WITH TWO DOTS VERTICALLY ABOVE
(U+076E)	ddae	feff076e	ARABIC LETTER HAH WITH SMALL ARABIC LETTER TAH BELOW
(U+076F)	ddaf	feff076f	ARABIC LETTER HAH WITH SMALL ARABIC LETTER TAH AND TWO DOTS
(U+0770)	ddb0	feff0770	ARABIC LETTER SEEN WITH SMALL ARABIC LETTER TAH AND TWO DOTS
(U+0771)	ddb1	feff0771	ARABIC LETTER REH WITH SMALL ARABIC LETTER TAH AND TWO DOTS
(U+0772)	ddb2	feff0772	ARABIC LETTER HAH WITH SMALL ARABIC LETTER TAH ABOVE
(U+0773)	ddb3	feff0773	ARABIC LETTER ALEF WITH EXTENDED ARABIC-INDIC DIGIT TWO ABOVE
(U+0774)	ddb4	feff0774	ARABIC LETTER ALEF WITH EXTENDED ARABIC-INDIC DIGIT THREE ABOVE
(U+0775)	ddb5	feff0775	ARABIC LETTER FARSI YEH WITH EXTENDED ARABIC-INDIC DIGIT TWO ABOVE
(U+0776)	ddb6	feff0776	ARABIC LETTER FARSI YEH WITH EXTENDED ARABIC-INDIC DIGIT THREE ABOVE
(U+0777)	ddb7	feff0777	ARABIC LETTER FARSI YEH WITH EXTENDED ARABIC-INDIC DIGIT FOUR BELOW
(U+0778)	ddb8	feff0778	ARABIC LETTER WAW WITH EXTENDED ARABIC-INDIC DIGIT TWO ABOVE
(U+0779)	ddb9	feff0779	ARABIC LETTER WAW WITH EXTENDED ARABIC-INDIC DIGIT THREE ABOVE
(U+077A)	ddba	feff077a	ARABIC LETTER YEH BARREE WITH EXTENDED ARABIC-INDIC DIGIT TWO ABOVE
(U+077B)	ddbb	feff077b	ARABIC LETTER YEH BARREE WITH EXTENDED ARABIC-INDIC DIGIT THREE ABOVE
(U+077C)	ddbc	feff077c	ARABIC LETTER HAH WITH EXTENDED ARABIC-INDIC DIGIT FOUR BELOW
(U+077D)	ddbd	feff077d	ARABIC LETTER SEEN WITH EXTENDED ARABIC-INDIC DIGIT FOUR ABOVE
(U+077E)	ddbe	feff077e	ARABIC LETTER SEEN WITH INVERTED V
(U+077F)	ddbf	feff077f	ARABIC LETTER KAF WITH TWO DOTS ABOVE
(U+0780)	de80	feff0780	THAANA LETTER HAA
(U+0781)	de81	feff0781	THAANA LETTER SHAVIYANI
(U+0782)	de82	feff0782	THAANA LETTER NOONU
(U+0783)	de83	feff0783	THAANA LETTER RAA
(U+0784)	de84	feff0784	THAANA LETTER BAA
(U+0785)	de85	feff0785	THAANA LETTER LHAVIYANI
(U+0786)	de86	feff0786	THAANA LETTER KAAFU
(U+0787)	de87	feff0787	THAANA LETTER ALIFU
(U+0788)	de88	feff0788	THAANA LETTER VAAVU
(U+0789)	de89	feff0789	THAANA LETTER MEEMU
(U+078A)	de8a	feff078a	THAANA LETTER FAAFU
(U+078B)	de8b	feff078b	THAANA LETTER DHAALU
(U+078C)	de8c	feff078c	THAANA LETTER THAA
(U+078D)	de8d	feff078d	THAANA LETTER LAAMU
(U+078E)	de8e	feff078e	THAANA LETTER GAAFU
(U+078F)	de8f	feff078f	THAANA LETTER GNAVIYANI
(U+0790)	de90	feff0790	THAANA LETTER SEENU
(U+0791)	de91	feff0791	THAANA LETTER DAVIYANI
(U+0792)	de92	feff0792	THAANA LETTER ZAVIYANI
(U+0793)	de93	feff0793	THAANA LETTER TAVIYANI
(U+0794)	de94	feff0794	THAANA LETTER YAA
(U+0795)	de95	feff0795	THAANA LETTER PAVIYANI
(U+0796)	de96	feff0796	THAANA LETTER JAVIYANI
(U+0797)	de97	feff0797	THAANA LETTER CHAVIYANI
(U+0798)	de98	feff0798	THAANA LETTER TTAA
(U+0799)	de99	feff0799	THAANA LETTER HHAA
(U+079A)	de9a	feff079a	THAANA LETTER KHAA
(U+079B)	de9b	feff079b	THAANA LETTER THAALU
(U+079C)	de9c	feff079c	THAANA LETTER ZAA
(U+079D)	de9d	feff079d	THAANA LETTER SHEENU
(U+079E)	de9e	feff079e	THAANA LETTER SAADHU
(U+079F)	de9f	feff079f	THAANA LETTER DAADHU
(U+07A0)	dea0	feff07a0	THAANA LETTER TO
(U+07A1)	dea1	feff07a1	THAANA LETTER ZO
(U+07A2)	dea2	feff07a2	THAANA LETTER AINU
(U+07A3)	dea3	feff07a3	THAANA LETTER GHAINU
(U+07A4)	dea4	feff07a4	THAANA LETTER QAAFU
(U+07A5)	dea5	feff07a5	THAANA LETTER WAAVU
(U+07A6)	dea6	feff07a6	THAANA ABAFILI
(U+07A7)	dea7	feff07a7	THAANA AABAAFILI
(U+07A8)	dea8	feff07a8	THAANA IBIFILI
(U+07A9)	dea9	feff07a9	THAANA EEBEEFILI
(U+07AA)	deaa	feff07aa	THAANA UBUFILI
(U+07AB)	deab	feff07ab	THAANA OOBOOFILI
(U+07AC)	deac	feff07ac	THAANA EBEFILI
(U+07AD)	dead	feff07ad	THAANA EYBEYFILI
(U+07AE)	deae	feff07ae	THAANA OBOFILI
(U+07AF)	deaf	feff07af	THAANA OABOAFILI
(U+07B0)	deb0	feff07b0	THAANA SUKUN
(U+07B1)	deb1	feff07b1	THAANA LETTER NAA
(U+07C0)	df80	feff07c0	NKO DIGIT ZERO
(U+07C1)	df81	feff07c1	NKO DIGIT ONE
(U+07C2)	df82	feff07c2	NKO DIGIT TWO
(U+07C3)	df83	feff07c3	NKO DIGIT THREE
(U+07C4)	df84	feff07c4	NKO DIGIT FOUR
(U+07C5)	df85	feff07c5	NKO DIGIT FIVE
(U+07C6)	df86	feff07c6	NKO DIGIT SIX
(U+07C7)	df87	feff07c7	NKO DIGIT SEVEN
(U+07C8)	df88	feff07c8	NKO DIGIT EIGHT
(U+07C9)	df89	feff07c9	NKO DIGIT NINE
(U+07CA)	df8a	feff07ca	NKO LETTER A
(U+07CB)	df8b	feff07cb	NKO LETTER EE
(U+07CC)	df8c	feff07cc	NKO LETTER I
(U+07CD)	df8d	feff07cd	NKO LETTER E
(U+07CE)	df8e	feff07ce	NKO LETTER U
(U+07CF)	df8f	feff07cf	NKO LETTER OO
(U+07D0)	df90	feff07d0	NKO LETTER O
(U+07D1)	df91	feff07d1	NKO LETTER DAGBASINNA
(U+07D2)	df92	feff07d2	NKO LETTER N
(U+07D3)	df93	feff07d3	NKO LETTER BA
(U+07D4)	df94	feff07d4	NKO LETTER PA
(U+07D5)	df95	feff07d5	NKO LETTER TA
(U+07D6)	df96	feff07d6	NKO LETTER JA
(U+07D7)	df97	feff07d7	NKO LETTER CHA
(U+07D8)	df98	feff07d8	NKO LETTER DA
(U+07D9)	df99	feff07d9	NKO LETTER RA
(U+07DA)	df9a	feff07da	NKO LETTER RRA
(U+07DB)	df9b	feff07db	NKO LETTER SA
(U+07DC)	df9c	feff07dc	NKO LETTER GBA
(U+07DD)	df9d	feff07dd	NKO LETTER FA
(U+07DE)	df9e	feff07de	NKO LETTER KA
(U+07DF)	df9f	feff07df	NKO LETTER LA
(U+07E0)	dfa0	feff07e0	NKO LETTER NA WOLOSO
(U+07E1)	dfa1	feff07e1	NKO LETTER MA
(U+07E2)	dfa2	feff07e2	NKO LETTER NYA
(U+07E3)	dfa3	feff07e3	NKO LETTER NA
(U+07E4)	dfa4	feff07e4	NKO LETTER HA
(U+07E5)	dfa5	feff07e5	NKO LETTER WA
(U+07E6)	dfa6	feff07e6	NKO LETTER YA
(U+07E7)	dfa7	feff07e7	NKO LETTER NYA WOLOSO
(U+07E8)	dfa8	feff07e8	NKO LETTER JONA JA
(U+07E9)	dfa9	feff07e9	NKO LETTER JONA CHA
(U+07EA)	dfaa	feff07ea	NKO LETTER JONA RA
(U+07EB)	dfab	feff07eb	NKO COMBINING SHORT HIGH TONE
(U+07EC)	dfac	feff07ec	NKO COMBINING SHORT LOW TONE
(U+07ED)	dfad	feff07ed	NKO COMBINING SHORT RISING TONE
(U+07EE)	dfae	feff07ee	NKO COMBINING LONG DESCENDING TONE
(U+07EF)	dfaf	feff07ef	NKO COMBINING LONG HIGH TONE
(U+07F0)	dfb0	feff07f0	NKO COMBINING LONG LOW TONE
(U+07F1)	dfb1	feff07f1	NKO COMBINING LONG RISING TONE
(U+07F2)	dfb2	feff07f2	NKO COMBINING NASALIZATION MARK
(U+07F3)	dfb3	feff07f3	NKO COMBINING DOUBLE DOT ABOVE
(U+07F4)	dfb4	feff07f4	NKO HIGH TONE APOSTROPHE
(U+07F5)	dfb5	feff07f5	NKO LOW TONE APOSTROPHE
(U+07F6)	dfb6	feff07f6	NKO SYMBOL OO DENNEN
(U+07F7)	dfb7	feff07f7	NKO SYMBOL GBAKURUNEN
(U+07F8)	dfb8	feff07f8	NKO COMMA
(U+07F9)	dfb9	feff07f9	NKO EXCLAMATION MARK
(U+07FA)	dfba	feff07fa	NKO LAJANYALAN
(U+0800)	e0a080	feff0800	SAMARITAN LETTER ALAF
(U+0801)	e0a081	feff0801	SAMARITAN LETTER BIT
(U+0802)	e0a082	feff0802	SAMARITAN LETTER GAMAN
(U+0803)	e0a083	feff0803	SAMARITAN LETTER DALAT
(U+0804)	e0a084	feff0804	SAMARITAN LETTER IY
(U+0805)	e0a085	feff0805	SAMARITAN LETTER BAA
(U+0806)	e0a086	feff0806	SAMARITAN LETTER ZEN
(U+0807)	e0a087	feff0807	SAMARITAN LETTER IT
(U+0808)	e0a088	feff0808	SAMARITAN LETTER TIT
(U+0809)	e0a089	feff0809	SAMARITAN LETTER YUT
(U+080A)	e0a08a	feff080a	SAMARITAN LETTER KAAF
(U+080B)	e0a08b	feff080b	SAMARITAN LETTER LABAT
(U+080C)	e0a08c	feff080c	SAMARITAN LETTER MIM
(U+080D)	e0a08d	feff080d	SAMARITAN LETTER NUN
(U+080E)	e0a08e	feff080e	SAMARITAN LETTER SINGAAT
(U+080F)	e0a08f	feff080f	SAMARITAN LETTER IN
(U+0810)	e0a090	feff0810	SAMARITAN LETTER FI
(U+0811)	e0a091	feff0811	SAMARITAN LETTER TSAADIY
(U+0812)	e0a092	feff0812	SAMARITAN LETTER QUF
(U+0813)	e0a093	feff0813	SAMARITAN LETTER RISH
(U+0814)	e0a094	feff0814	SAMARITAN LETTER SHAN
(U+0815)	e0a095	feff0815	SAMARITAN LETTER TAAF
(U+0816)	e0a096	feff0816	SAMARITAN MARK IN
(U+0817)	e0a097	feff0817	SAMARITAN MARK IN-ALAF
(U+0818)	e0a098	feff0818	SAMARITAN MARK OCCLUSION
(U+0819)	e0a099	feff0819	SAMARITAN MARK DAGESH
(U+081A)	e0a09a	feff081a	SAMARITAN MODIFIER LETTER EPENTHETIC YUT
(U+081B)	e0a09b	feff081b	SAMARITAN MARK EPENTHETIC YUT
(U+081C)	e0a09c	feff081c	SAMARITAN VOWEL SIGN LONG E
(U+081D)	e0a09d	feff081d	SAMARITAN VOWEL SIGN E
(U+081E)	e0a09e	feff081e	SAMARITAN VOWEL SIGN OVERLONG AA
(U+081F)	e0a09f	feff081f	SAMARITAN VOWEL SIGN LONG AA
(U+0820)	e0a0a0	feff0820	SAMARITAN VOWEL SIGN AA
(U+0821)	e0a0a1	feff0821	SAMARITAN VOWEL SIGN OVERLONG A
(U+0822)	e0a0a2	feff0822	SAMARITAN VOWEL SIGN LONG A
(U+0823)	e0a0a3	feff0823	SAMARITAN VOWEL SIGN A
(U+0824)	e0a0a4	feff0824	SAMARITAN MODIFIER LETTER SHORT A
(U+0825)	e0a0a5	feff0825	SAMARITAN VOWEL SIGN SHORT A
(U+0826)	e0a0a6	feff0826	SAMARITAN VOWEL SIGN LONG U
(U+0827)	e0a0a7	feff0827	SAMARITAN VOWEL SIGN U
(U+0828)	e0a0a8	feff0828	SAMARITAN MODIFIER LETTER I
(U+0829)	e0a0a9	feff0829	SAMARITAN VOWEL SIGN LONG I
(U+082A)	e0a0aa	feff082a	SAMARITAN VOWEL SIGN I
(U+082B)	e0a0ab	feff082b	SAMARITAN VOWEL SIGN O
(U+082C)	e0a0ac	feff082c	SAMARITAN VOWEL SIGN SUKUN
(U+082D)	e0a0ad	feff082d	SAMARITAN MARK NEQUDAA
(U+0830)	e0a0b0	feff0830	SAMARITAN PUNCTUATION NEQUDAA
(U+0831)	e0a0b1	feff0831	SAMARITAN PUNCTUATION AFSAAQ
(U+0832)	e0a0b2	feff0832	SAMARITAN PUNCTUATION ANGED
(U+0833)	e0a0b3	feff0833	SAMARITAN PUNCTUATION BAU
(U+0834)	e0a0b4	feff0834	SAMARITAN PUNCTUATION ATMAAU
(U+0835)	e0a0b5	feff0835	SAMARITAN PUNCTUATION SHIYYAALAA
(U+0836)	e0a0b6	feff0836	SAMARITAN ABBREVIATION MARK
(U+0837)	e0a0b7	feff0837	SAMARITAN PUNCTUATION MELODIC QITSA
(U+0838)	e0a0b8	feff0838	SAMARITAN PUNCTUATION ZIQAA
(U+0839)	e0a0b9	feff0839	SAMARITAN PUNCTUATION QITSA
(U+083A)	e0a0ba	feff083a	SAMARITAN PUNCTUATION ZAEF
(U+083B)	e0a0bb	feff083b	SAMARITAN PUNCTUATION TURU
(U+083C)	e0a0bc	feff083c	SAMARITAN PUNCTUATION ARKAANU
(U+083D)	e0a0bd	feff083d	SAMARITAN PUNCTUATION SOF MASHFAAT
(U+083E)	e0a0be	feff083e	SAMARITAN PUNCTUATION ANNAAU
(U+0840)	e0a180	feff0840	MANDAIC LETTER HALQA
(U+0841)	e0a181	feff0841	MANDAIC LETTER AB
(U+0842)	e0a182	feff0842	MANDAIC LETTER AG
(U+0844)	e0a184	feff0844	MANDAIC LETTER AH
(U+0845)	e0a185	feff0845	MANDAIC LETTER USHENNA
(U+0846)	e0a186	feff0846	MANDAIC LETTER AZ
(U+0847)	e0a187	feff0847	MANDAIC LETTER IT
(U+0848)	e0a188	feff0848	MANDAIC LETTER ATT
(U+0849)	e0a189	feff0849	MANDAIC LETTER AKSA
(U+084A)	e0a18a	feff084a	MANDAIC LETTER AK
(U+084B)	e0a18b	feff084b	MANDAIC LETTER AL
(U+084C)	e0a18c	feff084c	MANDAIC LETTER AM
(U+084D)	e0a18d	feff084d	MANDAIC LETTER AN
(U+084E)	e0a18e	feff084e	MANDAIC LETTER AS
(U+084F)	e0a18f	feff084f	MANDAIC LETTER IN
(U+0850)	e0a190	feff0850	MANDAIC LETTER AP
(U+0851)	e0a191	feff0851	MANDAIC LETTER ASZ
(U+0852)	e0a192	feff0852	MANDAIC LETTER AQ
(U+0853)	e0a193	feff0853	MANDAIC LETTER AR
(U+0854)	e0a194	feff0854	MANDAIC LETTER ASH
(U+0855)	e0a195	feff0855	MANDAIC LETTER AT
(U+0856)	e0a196	feff0856	MANDAIC LETTER DUSHENNA
(U+0857)	e0a197	feff0857	MANDAIC LETTER KAD
(U+0858)	e0a198	feff0858	MANDAIC LETTER AIN
(U+0859)	e0a199	feff0859	MANDAIC AFFRICATION MARK
(U+085A)	e0a19a	feff085a	MANDAIC VOCALIZATION MARK
(U+085B)	e0a19b	feff085b	MANDAIC GEMINATION MARK
(U+085E)	e0a19e	feff085e	MANDAIC PUNCTUATION
(U+0860)	e0a1a0	feff0860	SYRIAC LETTER MALAYALAM NGA
(U+0861)	e0a1a1	feff0861	SYRIAC LETTER MALAYALAM JA
(U+0862)	e0a1a2	feff0862	SYRIAC LETTER MALAYALAM NYA
(U+0863)	e0a1a3	feff0863	SYRIAC LETTER MALAYALAM TTA
(U+0864)	e0a1a4	feff0864	SYRIAC LETTER MALAYALAM NNA
(U+0865)	e0a1a5	feff0865	SYRIAC LETTER MALAYALAM NNNA
(U+0866)	e0a1a6	feff0866	SYRIAC LETTER MALAYALAM BHA
(U+0867)	e0a1a7	feff0867	SYRIAC LETTER MALAYALAM RA
(U+0868)	e0a1a8	feff0868	SYRIAC LETTER MALAYALAM LLA
(U+0869)	e0a1a9	feff0869	SYRIAC LETTER MALAYALAM LLLA
(U+086A)	e0a1aa	feff086a	SYRIAC LETTER MALAYALAM SSA
(U+08A0)	e0a2a0	feff08a0	ARABIC LETTER BEH WITH SMALL V BELOW
(U+08A1)	e0a2a1	feff08a1	ARABIC LETTER BEH WITH HAMZA ABOVE
(U+08A2)	e0a2a2	feff08a2	ARABIC LETTER JEEM WITH TWO DOTS ABOVE
(U+08A3)	e0a2a3	feff08a3	ARABIC LETTER TAH WITH TWO DOTS ABOVE
(U+08A4)	e0a2a4	feff08a4	ARABIC LETTER FEH WITH DOT BELOW AND THREE DOTS ABOVE
(U+08A5)	e0a2a5	feff08a5	ARABIC LETTER QAF WITH DOT BELOW
(U+08A6)	e0a2a6	feff08a6	ARABIC LETTER LAM WITH DOUBLE BAR
(U+08A7)	e0a2a7	feff08a7	ARABIC LETTER MEEM WITH THREE DOTS ABOVE
(U+08A8)	e0a2a8	feff08a8	ARABIC LETTER YEH WITH TWO DOTS BELOW AND HAMZA ABOVE
(U+08A9)	e0a2a9	feff08a9	ARABIC LETTER YEH WITH TWO DOTS BELOW AND DOT ABOVE
(U+08AA)	e0a2aa	feff08aa	ARABIC LETTER REH WITH LOOP
(U+08AB)	e0a2ab	feff08ab	ARABIC LETTER WAW WITH DOT WITHIN
(U+08AC)	e0a2ac	feff08ac	ARABIC LETTER ROHINGYA YEH
(U+08AD)	e0a2ad	feff08ad	ARABIC LETTER LOW ALEF
(U+08AE)	e0a2ae	feff08ae	ARABIC LETTER DAL WITH THREE DOTS BELOW
(U+08AF)	e0a2af	feff08af	ARABIC LETTER SAD WITH THREE DOTS BELOW
(U+08B0)	e0a2b0	feff08b0	ARABIC LETTER GAF WITH INVERTED STROKE
(U+08B1)	e0a2b1	feff08b1	ARABIC LETTER STRAIGHT WAW
(U+08B2)	e0a2b2	feff08b2	ARABIC LETTER ZAIN WITH INVERTED V ABOVE
(U+08B3)	e0a2b3	feff08b3	ARABIC LETTER AIN WITH THREE DOTS BELOW
(U+08B4)	e0a2b4	feff08b4	ARABIC LETTER KAF WITH DOT BELOW
(U+08B6)	e0a2b6	feff08b6	ARABIC LETTER BEH WITH SMALL MEEM ABOVE
(U+08B7)	e0a2b7	feff08b7	ARABIC LETTER PEH WITH SMALL MEEM ABOVE
(U+08B8)	e0a2b8	feff08b8	ARABIC LETTER TEH WITH SMALL TEH ABOVE
(U+08B9)	e0a2b9	feff08b9	ARABIC LETTER REH WITH SMALL NOON ABOVE
(U+08BA)	e0a2ba	feff08ba	ARABIC LETTER YEH WITH TWO DOTS BELOW AND SMALL NOON ABOVE
(U+08BB)	e0a2bb	feff08bb	ARABIC LETTER AFRICAN FEH
(U+08BC)	e0a2bc	feff08bc	ARABIC LETTER AFRICAN QAF
(U+08BD)	e0a2bd	feff08bd	ARABIC LETTER AFRICAN NOON
(U+08D4)	e0a394	feff08d4	ARABIC SMALL HIGH WORD AR-RUB
(U+08D5)	e0a395	feff08d5	ARABIC SMALL HIGH SAD
(U+08D6)	e0a396	feff08d6	ARABIC SMALL HIGH AIN
(U+08D7)	e0a397	feff08d7	ARABIC SMALL HIGH QAF
(U+08D8)	e0a398	feff08d8	ARABIC SMALL HIGH NOON WITH KASRA
(U+08D9)	e0a399	feff08d9	ARABIC SMALL LOW NOON WITH KASRA
(U+08DA)	e0a39a	feff08da	ARABIC SMALL HIGH WORD ATH-THALATHA
(U+08DB)	e0a39b	feff08db	ARABIC SMALL HIGH WORD AS-SAJDA
(U+08DC)	e0a39c	feff08dc	ARABIC SMALL HIGH WORD AN-NISF
(U+08DD)	e0a39d	feff08dd	ARABIC SMALL HIGH WORD SAKTA
(U+08DE)	e0a39e	feff08de	ARABIC SMALL HIGH WORD QIF
(U+08DF)	e0a39f	feff08df	ARABIC SMALL HIGH WORD WAQFA
(U+08E0)	e0a3a0	feff08e0	ARABIC SMALL HIGH FOOTNOTE MARKER
(U+08E1)	e0a3a1	feff08e1	ARABIC SMALL HIGH SIGN SAFHA
(U+08E2)	e0a3a2	feff08e2	ARABIC DISPUTED END OF AYAH
(U+08E3)	e0a3a3	feff08e3	ARABIC TURNED DAMMA BELOW
(U+08E4)	e0a3a4	feff08e4	ARABIC CURLY FATHA
(U+08E5)	e0a3a5	feff08e5	ARABIC CURLY DAMMA
(U+08E6)	e0a3a6	feff08e6	ARABIC CURLY KASRA
(U+08E7)	e0a3a7	feff08e7	ARABIC CURLY FATHATAN
(U+08E8)	e0a3a8	feff08e8	ARABIC CURLY DAMMATAN
(U+08E9)	e0a3a9	feff08e9	ARABIC CURLY KASRATAN
(U+08EA)	e0a3aa	feff08ea	ARABIC TONE ONE DOT ABOVE
(U+08EB)	e0a3ab	feff08eb	ARABIC TONE TWO DOTS ABOVE
(U+08EC)	e0a3ac	feff08ec	ARABIC TONE LOOP ABOVE
(U+08ED)	e0a3ad	feff08ed	ARABIC TONE ONE DOT BELOW
(U+08EE)	e0a3ae	feff08ee	ARABIC TONE TWO DOTS BELOW
(U+08EF)	e0a3af	feff08ef	ARABIC TONE LOOP BELOW
(U+08F0)	e0a3b0	feff08f0	ARABIC OPEN FATHATAN
(U+08F1)	e0a3b1	feff08f1	ARABIC OPEN DAMMATAN
(U+08F2)	e0a3b2	feff08f2	ARABIC OPEN KASRATAN
(U+08F3)	e0a3b3	feff08f3	ARABIC SMALL HIGH WAW
(U+08F4)	e0a3b4	feff08f4	ARABIC FATHA WITH RING
(U+08F5)	e0a3b5	feff08f5	ARABIC FATHA WITH DOT ABOVE
(U+08F6)	e0a3b6	feff08f6	ARABIC KASRA WITH DOT BELOW
(U+08F7)	e0a3b7	feff08f7	ARABIC LEFT ARROWHEAD ABOVE
(U+08F8)	e0a3b8	feff08f8	ARABIC RIGHT ARROWHEAD ABOVE
(U+08F9)	e0a3b9	feff08f9	ARABIC LEFT ARROWHEAD BELOW
(U+08FA)	e0a3ba	feff08fa	ARABIC RIGHT ARROWHEAD BELOW
(U+08FB)	e0a3bb	feff08fb	ARABIC DOUBLE RIGHT ARROWHEAD ABOVE
(U+08FC)	e0a3bc	feff08fc	ARABIC DOUBLE RIGHT ARROWHEAD ABOVE WITH DOT
(U+08FD)	e0a3bd	feff08fd	ARABIC RIGHT ARROWHEAD ABOVE WITH DOT
(U+08FE)	e0a3be	feff08fe	ARABIC DAMMA WITH DOT
(U+08FF)	e0a3bf	feff08ff	ARABIC MARK SIDEWAYS NOON GHUNNA
(U+0900)	e0a480	feff0900	DEVANAGARI SIGN INVERTED CANDRABINDU
(U+0901)	e0a481	feff0901	DEVANAGARI SIGN CANDRABINDU
(U+0902)	e0a482	feff0902	DEVANAGARI SIGN ANUSVARA
(U+0903)	e0a483	feff0903	DEVANAGARI SIGN VISARGA
(U+0904)	e0a484	feff0904	DEVANAGARI LETTER SHORT A
(U+0905)	e0a485	feff0905	DEVANAGARI LETTER A
(U+0906)	e0a486	feff0906	DEVANAGARI LETTER AA
(U+0907)	e0a487	feff0907	DEVANAGARI LETTER I
(U+0908)	e0a488	feff0908	DEVANAGARI LETTER II
(U+0909)	e0a489	feff0909	DEVANAGARI LETTER U
(U+090A)	e0a48a	feff090a	DEVANAGARI LETTER UU
(U+090B)	e0a48b	feff090b	DEVANAGARI LETTER VOCALIC R
(U+090C)	e0a48c	feff090c	DEVANAGARI LETTER VOCALIC L
(U+090D)	e0a48d	feff090d	DEVANAGARI LETTER CANDRA E
(U+090E)	e0a48e	feff090e	DEVANAGARI LETTER SHORT E
(U+090F)	e0a48f	feff090f	DEVANAGARI LETTER E
(U+0910)	e0a490	feff0910	DEVANAGARI LETTER AI
(U+0911)	e0a491	feff0911	DEVANAGARI LETTER CANDRA O
(U+0912)	e0a492	feff0912	DEVANAGARI LETTER SHORT O
(U+0913)	e0a493	feff0913	DEVANAGARI LETTER O
(U+0914)	e0a494	feff0914	DEVANAGARI LETTER AU
(U+0915)	e0a495	feff0915	DEVANAGARI LETTER KA
(U+0916)	e0a496	feff0916	DEVANAGARI LETTER KHA
(U+0917)	e0a497	feff0917	DEVANAGARI LETTER GA
(U+0918)	e0a498	feff0918	DEVANAGARI LETTER GHA
(U+0919)	e0a499	feff0919	DEVANAGARI LETTER NGA
(U+091A)	e0a49a	feff091a	DEVANAGARI LETTER CA
(U+091B)	e0a49b	feff091b	DEVANAGARI LETTER CHA
(U+091C)	e0a49c	feff091c	DEVANAGARI LETTER JA
(U+091D)	e0a49d	feff091d	DEVANAGARI LETTER JHA
(U+091E)	e0a49e	feff091e	DEVANAGARI LETTER NYA
(U+091F)	e0a49f	feff091f	DEVANAGARI LETTER TTA
(U+0920)	e0a4a0	feff0920	DEVANAGARI LETTER TTHA
(U+0921)	e0a4a1	feff0921	DEVANAGARI LETTER DDA
(U+0922)	e0a4a2	feff0922	DEVANAGARI LETTER DDHA
(U+0923)	e0a4a3	feff0923	DEVANAGARI LETTER NNA
(U+0924)	e0a4a4	feff0924	DEVANAGARI LETTER TA
(U+0925)	e0a4a5	feff0925	DEVANAGARI LETTER THA
(U+0926)	e0a4a6	feff0926	DEVANAGARI LETTER DA
(U+0927)	e0a4a7	feff0927	DEVANAGARI LETTER DHA
(U+0928)	e0a4a8	feff0928	DEVANAGARI LETTER NA
(U+0929)	e0a4a9	feff0929	DEVANAGARI LETTER NNNA
(U+092A)	e0a4aa	feff092a	DEVANAGARI LETTER PA
(U+092B)	e0a4ab	feff092b	DEVANAGARI LETTER PHA
(U+092C)	e0a4ac	feff092c	DEVANAGARI LETTER BA
(U+092D)	e0a4ad	feff092d	DEVANAGARI LETTER BHA
(U+092E)	e0a4ae	feff092e	DEVANAGARI LETTER MA
(U+092F)	e0a4af	feff092f	DEVANAGARI LETTER YA
(U+0930)	e0a4b0	feff0930	DEVANAGARI LETTER RA
(U+0931)	e0a4b1	feff0931	DEVANAGARI LETTER RRA
(U+0932)	e0a4b2	feff0932	DEVANAGARI LETTER LA
(U+0933)	e0a4b3	feff0933	DEVANAGARI LETTER LLA
(U+0934)	e0a4b4	feff0934	DEVANAGARI LETTER LLLA
(U+0935)	e0a4b5	feff0935	DEVANAGARI LETTER VA
(U+0936)	e0a4b6	feff0936	DEVANAGARI LETTER SHA
(U+0937)	e0a4b7	feff0937	DEVANAGARI LETTER SSA
(U+0938)	e0a4b8	feff0938	DEVANAGARI LETTER SA
(U+0939)	e0a4b9	feff0939	DEVANAGARI LETTER HA
(U+093A)	e0a4ba	feff093a	DEVANAGARI VOWEL SIGN OE
(U+093B)	e0a4bb	feff093b	DEVANAGARI VOWEL SIGN OOE
(U+093C)	e0a4bc	feff093c	DEVANAGARI SIGN NUKTA
(U+093D)	e0a4bd	feff093d	DEVANAGARI SIGN AVAGRAHA
(U+093E)	e0a4be	feff093e	DEVANAGARI VOWEL SIGN AA
(U+093F)	e0a4bf	feff093f	DEVANAGARI VOWEL SIGN I
(U+0940)	e0a580	feff0940	DEVANAGARI VOWEL SIGN II
(U+0941)	e0a581	feff0941	DEVANAGARI VOWEL SIGN U
(U+0942)	e0a582	feff0942	DEVANAGARI VOWEL SIGN UU
(U+0943)	e0a583	feff0943	DEVANAGARI VOWEL SIGN VOCALIC R
(U+0944)	e0a584	feff0944	DEVANAGARI VOWEL SIGN VOCALIC RR
(U+0945)	e0a585	feff0945	DEVANAGARI VOWEL SIGN CANDRA E
(U+0946)	e0a586	feff0946	DEVANAGARI VOWEL SIGN SHORT E
(U+0947)	e0a587	feff0947	DEVANAGARI VOWEL SIGN E
(U+0948)	e0a588	feff0948	DEVANAGARI VOWEL SIGN AI
(U+0949)	e0a589	feff0949	DEVANAGARI VOWEL SIGN CANDRA O
(U+094A)	e0a58a	feff094a	DEVANAGARI VOWEL SIGN SHORT O
(U+094B)	e0a58b	feff094b	DEVANAGARI VOWEL SIGN O
